Method,Fold,Dialect,,H,N,accuracy,macro avg,weighted avg
content_features,fold_9,PT-BR,recall,"0,1524822695035461","0,15862068965517243","0,1555944055944056","0,15555147957935928","0,1555944055944056"
content_features,fold_9,PT-BR,f1-score,"0,15114235500878734","0,16","0,1555944055944056","0,15557117750439367","0,15563311907775879"
content_features,fold_9,PT-BR,support,"282,0","290,0","0,1555944055944056","572,0","572,0"
content_features,fold_9,PT-PT,precision,"0,13432835820895522","0,136986301369863","0,1357142857142857","0,13565732978940911","0,13561935917282472"
content_features,fold_9,PT-PT,recall,"0,125","0,14705882352941177","0,1357142857142857","0,1360294117647059","0,1357142857142857"
content_features,fold_9,PT-PT,f1-score,"0,12949640287769784","0,14184397163120566","0,1357142857142857","0,13567018725445174","0,13549379341511592"
content_features,fold_9,PT-PT,support,"72,0","68,0","0,1357142857142857","140,0","140,0"
humor_features,fold_0,PT-BR,precision,"0,36298932384341637","0,3588039867109635","0,36082474226804123","0,36089665527718995","0,36092542048084936"
humor_features,fold_0,PT-BR,recall,"0,34576271186440677","0,37630662020905925","0,36082474226804123","0,361034666036733","0,36082474226804123"
humor_features,fold_0,PT-BR,f1-score,"0,35416666666666663","0,3673469387755102","0,36082474226804123","0,36075680272108845","0,36066621665848464"
humor_features,fold_0,PT-BR,support,"295,0","287,0","0,36082474226804123","582,0","582,0"
humor_features,fold_0,PT-PT,precision,"0,18333333333333332","0,3194444444444444","0,25757575757575757","0,2513888888888889","0,25757575757575757"
humor_features,fold_0,PT-PT,recall,"0,18333333333333332","0,3194444444444444","0,25757575757575757","0,2513888888888889","0,25757575757575757"
humor_features,fold_0,PT-PT,f1-score,"0,18333333333333332","0,3194444444444444","0,25757575757575757","0,2513888888888889","0,25757575757575757"
humor_features,fold_0,PT-PT,support,"60,0","72,0","0,25757575757575757","132,0","132,0"
humor_features,fold_1,PT-BR,precision,"0,3431372549019608","0,34050179211469533","0,3418803418803419","0,34181952350832806","0,3418037557822504"
humor_features,fold_1,PT-BR,recall,"0,3633217993079585","0,32094594594594594","0,3418803418803419","0,3421338726269522","0,3418803418803419"
humor_features,fold_1,PT-BR,f1-score,"0,35294117647058826","0,33043478260869563","0,3418803418803419","0,3416879795396419","0,341553325901152"
humor_features,fold_1,PT-BR,support,"289,0","296,0","0,3418803418803419","585,0","585,0"
humor_features,fold_1,PT-PT,precision,"0,23809523809523808","0,22388059701492538","0,23076923076923078","0,23098791755508175","0,23120660434093268"
humor_features,fold_1,PT-PT,recall,"0,22388059701492538","0,23809523809523808","0,23076923076923078","0,23098791755508175","0,23076923076923078"
humor_features,fold_1,PT-PT,f1-score,"0,23076923076923075","0,23076923076923075","0,23076923076923078","0,23076923076923075","0,23076923076923078"
humor_features,fold_1,PT-PT,support,"67,0","63,0","0,23076923076923078","130,0","130,0"
humor_features,fold_2,PT-BR,precision,"0,31864406779661014","0,3298245614035088","0,32413793103448274","0,32423431460005947","0,3243306981656362"
humor_features,fold_2,PT-BR,recall,"0,3298245614035088","0,31864406779661014","0,32413793103448274","0,32423431460005947","0,32413793103448274"
humor_features,fold_2,PT-BR,f1-score,"0,32413793103448274","0,32413793103448274","0,32413793103448274","0,32413793103448274","0,32413793103448274"
humor_features,fold_2,PT-BR,support,"285,0","295,0","0,32413793103448274","580,0","580,0"
humor_features,fold_2,PT-PT,precision,"0,34375","0,3055555555555556","0,3235294117647059","0,3246527777777778","0,3257761437908497"
humor_features,fold_2,PT-PT,recall,"0,3055555555555556","0,34375","0,3235294117647059","0,3246527777777778","0,3235294117647059"
humor_features,fold_2,PT-PT,f1-score,"0,3235294117647059","0,3235294117647059","0,3235294117647059","0,3235294117647059","0,3235294117647059"
humor_features,fold_2,PT-PT,support,"72,0","64,0","0,3235294117647059","136,0","136,0"
humor_features,fold_3,PT-BR,precision,"0,30742049469964666","0,31438127090301005","0,31099656357388317","0,3109008828013283","0,310888922704759"
humor_features,fold_3,PT-BR,recall,"0,2979452054794521","0,32413793103448274","0,31099656357388317","0,3110415682569674","0,31099656357388317"
humor_features,fold_3,PT-BR,f1-score,"0,30260869565217396","0,3191850594227504","0,31099656357388317","0,3108968775374622","0,3108683958127705"
humor_features,fold_3,PT-BR,support,"292,0","290,0","0,31099656357388317","582,0","582,0"
humor_features,fold_3,PT-PT,precision,"0,4","0,44285714285714284","0,4230769230769231","0,42142857142857143","0,42208791208791213"
humor_features,fold_3,PT-PT,recall,"0,38095238095238093","0,4626865671641791","0,4230769230769231","0,42181947405828","0,4230769230769231"
humor_features,fold_3,PT-PT,f1-score,"0,3902439024390244","0,45255474452554745","0,4230769230769231","0,4213993234822859","0,4223579518220786"
humor_features,fold_3,PT-PT,support,"63,0","67,0","0,4230769230769231","130,0","130,0"
humor_features,fold_4,PT-BR,precision,"0,28113879003558717","0,3256578947368421","0,30427350427350425","0,30339834238621466","0,3040452011724722"
humor_features,fold_4,PT-BR,recall,"0,27816901408450706","0,3289036544850498","0,30427350427350425","0,30353633428477844","0,30427350427350425"
humor_features,fold_4,PT-BR,f1-score,"0,279646017699115","0,32727272727272727","0,30427350427350425","0,30345937248592114","0,30415138450536683"
humor_features,fold_4,PT-BR,support,"284,0","301,0","0,30427350427350425","585,0","585,0"
humor_features,fold_4,PT-PT,precision,"0,3559322033898305","0,2714285714285714","0,31007751937984496","0,31368038740920096","0,3185933892674137"
humor_features,fold_4,PT-PT,recall,"0,2916666666666667","0,3333333333333333","0,31007751937984496","0,3125","0,31007751937984496"
humor_features,fold_4,PT-PT,f1-score,"0,32061068702290074","0,2992125984251968","0,31007751937984496","0,3099116427240488","0,3111557176425199"
humor_features,fold_4,PT-PT,support,"72,0","57,0","0,31007751937984496","129,0","129,0"
humor_features,fold_5,PT-BR,precision,"0,3079710144927536","0,3492063492063492","0,3299492385786802","0,32858868184955137","0,32897242861930565"
humor_features,fold_5,PT-BR,recall,"0,29310344827586204","0,3654485049833887","0,3299492385786802","0,3292759766296254","0,3299492385786802"
humor_features,fold_5,PT-BR,f1-score,"0,30035335689045933","0,3571428571428571","0,3299492385786802","0,32874810701665824","0,3292766049039479"
humor_features,fold_5,PT-BR,support,"290,0","301,0","0,3299492385786802","591,0","591,0"
humor_features,fold_5,PT-PT,precision,"0,34375","0,2833333333333333","0,31451612903225806","0,31354166666666666","0,31500336021505376"
humor_features,fold_5,PT-PT,recall,"0,3384615384615385","0,288135593220339","0,31451612903225806","0,31329856584093874","0,31451612903225806"
humor_features,fold_5,PT-PT,f1-score,"0,34108527131782945","0,2857142857142857","0,31451612903225806","0,3133997785160576","0,31473939913549814"
humor_features,fold_5,PT-PT,support,"65,0","59,0","0,31451612903225806","124,0","124,0"
humor_features,fold_6,PT-BR,precision,"0,35398230088495575","0,28063241106719367","0,32263513513513514","0,31730735597607473","0,318050767021525"
humor_features,fold_6,PT-BR,recall,"0,3973509933774834","0,24482758620689654","0,32263513513513514","0,32108928979219","0,32263513513513514"
humor_features,fold_6,PT-BR,f1-score,"0,3744149765990639","0,26151012891344383","0,32263513513513514","0,31796255275625385","0,31910685864495947"
humor_features,fold_6,PT-BR,support,"302,0","290,0","0,32263513513513514","592,0","592,0"
humor_features,fold_6,PT-PT,precision,"0,2647058823529412","0,36363636363636365","0,3089430894308943","0,31417112299465244","0,32100778227033605"
humor_features,fold_6,PT-PT,recall,"0,33962264150943394","0,2857142857142857","0,3089430894308943","0,31266846361185985","0,3089430894308943"
humor_features,fold_6,PT-PT,f1-score,"0,2975206611570248","0,32","0,3089430894308943","0,3087603305785124","0,3103137808237587"
humor_features,fold_6,PT-PT,support,"53,0","70,0","0,3089430894308943","123,0","123,0"
humor_features,fold_7,PT-BR,precision,"0,31986531986531985","0,3090277777777778","0,3145299145299145","0,3144465488215488","0,31447433739100406"
humor_features,fold_7,PT-BR,recall,"0,3231292517006803","0,30584192439862545","0,3145299145299145","0,3144855880496529","0,3145299145299145"
humor_features,fold_7,PT-BR,f1-score,"0,32148900169204736","0,307426597582038","0,3145299145299145","0,3144577996370427","0,31449385708347855"
humor_features,fold_7,PT-BR,support,"294,0","291,0","0,3145299145299145","585,0","585,0"
humor_features,fold_7,PT-PT,precision,"0,3181818181818182","0,36065573770491804","0,33858267716535434","0,3394187779433681","0,3405893190325874"
humor_features,fold_7,PT-PT,recall,"0,35","0,3283582089552239","0,33858267716535434","0,3391791044776119","0,33858267716535434"
humor_features,fold_7,PT-PT,f1-score,"0,3333333333333333","0,34375","0,33858267716535434","0,33854166666666663","0,3388287401574803"
humor_features,fold_7,PT-PT,support,"60,0","67,0","0,33858267716535434","127,0","127,0"
humor_features,fold_8,PT-BR,precision,"0,33","0,32608695652173914","0,328125","0,32804347826086955","0,32802309782608696"
humor_features,fold_8,PT-BR,recall,"0,3473684210526316","0,30927835051546393","0,328125","0,32832338578404774","0,328125"
humor_features,fold_8,PT-BR,f1-score,"0,3384615384615385","0,31746031746031744","0,328125","0,32796092796092796","0,32785154660154664"
humor_features,fold_8,PT-BR,support,"285,0","291,0","0,328125","576,0","576,0"
humor_features,fold_8,PT-PT,precision,"0,34328358208955223","0,3","0,32116788321167883","0,3216417910447761","0,32274757598866977"
humor_features,fold_8,PT-PT,recall,"0,3194444444444444","0,3230769230769231","0,32116788321167883","0,32126068376068373","0,32116788321167883"
humor_features,fold_8,PT-PT,f1-score,"0,33093525179856115","0,3111111111111111","0,32116788321167883","0,3210231814548361","0,3215296376037856"
humor_features,fold_8,PT-PT,support,"72,0","65,0","0,32116788321167883","137,0","137,0"
humor_features,fold_9,PT-BR,precision,"0,25274725274725274","0,28762541806020064","0,270979020979021","0,2701863354037267","0,27043023865766336"
humor_features,fold_9,PT-BR,recall,"0,24468085106382978","0,296551724137931","0,270979020979021","0,2706162876008804","0,270979020979021"
humor_features,fold_9,PT-BR,f1-score,"0,24864864864864866","0,2920203735144312","0,270979020979021","0,27033451108153994","0,2706378098568252"
humor_features,fold_9,PT-BR,support,"282,0","290,0","0,270979020979021","572,0","572,0"
humor_features,fold_9,PT-PT,precision,"0,24615384615384617","0,25333333333333335","0,25","0,24974358974358976","0,24964102564102564"
humor_features,fold_9,PT-PT,recall,"0,2222222222222222","0,27941176470588236","0,25","0,2508169934640523","0,25"
humor_features,fold_9,PT-PT,f1-score,"0,23357664233576642","0,26573426573426573","0,25","0,24965545403501607","0,24919605941503756"
humor_features,fold_9,PT-PT,support,"72,0","68,0","0,25","140,0","140,0"
