Method,Dialect,Fold,,H,N,accuracy,macro avg,weighted avg
bert,PT_BR,fold_0,recall,"0,6","0,7301038062283737","0,6649395509499136","0,6650519031141868","0,6649395509499136"
bert,PT_BR,fold_0,f1-score,"0,6420664206642067","0,6850649350649352","0,6649395509499136","0,6635656778645709","0,6635285461595617"
bert,PT_BR,fold_0,support,"290,0","289,0","0,6649395509499136","579,0","579,0"
bert,PT_BR,fold_1,precision,"0,7116788321167883","0,6885245901639344","0,6994818652849741","0,7001017111403613","0,7001217061679544"
bert,PT_BR,fold_1,recall,"0,6724137931034483","0,726643598615917","0,6994818652849741","0,6995286958596827","0,6994818652849741"
bert,PT_BR,fold_1,f1-score,"0,6914893617021277","0,7070707070707071","0,6994818652849741","0,6992800343864174","0,6992665789931803"
bert,PT_BR,fold_1,support,"290,0","289,0","0,6994818652849741","579,0","579,0"
bert,PT_BR,fold_2,precision,"0,6539923954372624","0,6265822784810127","0,6390328151986183","0,6402873369591375","0,6403110071810342"
bert,PT_BR,fold_2,recall,"0,593103448275862","0,6851211072664359","0,6390328151986183","0,639112277771149","0,6390328151986183"
bert,PT_BR,fold_2,f1-score,"0,6220614828209764","0,6545454545454544","0,6390328151986183","0,6383034686832154","0,6382754168941615"
bert,PT_BR,fold_2,support,"290,0","289,0","0,6390328151986183","579,0","579,0"
bert,PT_BR,fold_3,precision,"0,7095588235294118","0,6840390879478827","0,696027633851468","0,6967989557386473","0,6968209935068523"
bert,PT_BR,fold_3,recall,"0,6655172413793103","0,726643598615917","0,696027633851468","0,6960804199976136","0,696027633851468"
bert,PT_BR,fold_3,f1-score,"0,6868327402135231","0,7046979865771813","0,696027633851468","0,6957653633953522","0,695749935721463"
bert,PT_BR,fold_3,support,"290,0","289,0","0,696027633851468","579,0","579,0"
bert,PT_BR,fold_4,precision,"0,6783216783216783","0,6757679180887372","0,6770293609671848","0,6770447982052077","0,6770425928854902"
bert,PT_BR,fold_4,recall,"0,671280276816609","0,6827586206896552","0,6770293609671848","0,677019448753132","0,6770293609671848"
bert,PT_BR,fold_4,f1-score,"0,6747826086956521","0,6792452830188679","0,6770293609671848","0,6770139458572599","0,6770177996347412"
bert,PT_BR,fold_4,support,"289,0","290,0","0,6770293609671848","579,0","579,0"
bert,PT_BR,fold_5,precision,"0,6838235294117647","0,6644951140065146","0,6735751295336787","0,6741593217091397","0,6741426305041266"
bert,PT_BR,fold_5,recall,"0,643598615916955","0,7034482758620689","0,6735751295336787","0,673523445889512","0,6735751295336787"
bert,PT_BR,fold_5,f1-score,"0,663101604278075","0,6834170854271356","0,6735751295336787","0,6732593448526053","0,6732768884459982"
bert,PT_BR,fold_5,support,"289,0","290,0","0,6735751295336787","579,0","579,0"
bert,PT_BR,fold_6,precision,"0,7121212121212122","0,6793650793650794","0,694300518134715","0,6957431457431458","0,6957148589272941"
bert,PT_BR,fold_6,recall,"0,6505190311418685","0,7379310344827587","0,694300518134715","0,6942250328123136","0,694300518134715"
bert,PT_BR,fold_6,f1-score,"0,6799276672694394","0,7074380165289256","0,694300518134715","0,6936828418991825","0,6937065986774722"
bert,PT_BR,fold_6,support,"289,0","290,0","0,694300518134715","579,0","579,0"
bert,PT_BR,fold_7,precision,"0,678030303030303","0,6507936507936508","0,6632124352331606","0,664411976911977","0,664388456486902"
bert,PT_BR,fold_7,recall,"0,6193771626297578","0,7068965517241379","0,6632124352331606","0,6631368571769478","0,6632124352331606"
bert,PT_BR,fold_7,f1-score,"0,647377938517179","0,6776859504132232","0,6632124352331606","0,6625319444652011","0,6625581171870456"
bert,PT_BR,fold_7,support,"289,0","290,0","0,6632124352331606","579,0","579,0"
bert,PT_BR,fold_8,precision,"0,6791808873720137","0,6842105263157895","0,6816608996539792","0,6816957068439016","0,6816957068439015"
bert,PT_BR,fold_8,recall,"0,6885813148788927","0,6747404844290658","0,6816608996539792","0,6816608996539792","0,6816608996539792"
bert,PT_BR,fold_8,f1-score,"0,6838487972508591","0,6794425087108014","0,6816608996539792","0,6816456529808302","0,6816456529808302"
bert,PT_BR,fold_8,support,"289,0","289,0","0,6816608996539792","578,0","578,0"
bert,PT_BR,fold_9,precision,"0,678030303030303","0,6496815286624203","0,6626297577854672","0,6638559158463617","0,6638559158463617"
bert,PT_BR,fold_9,recall,"0,6193771626297578","0,7058823529411765","0,6626297577854672","0,6626297577854672","0,6626297577854672"
bert,PT_BR,fold_9,f1-score,"0,647377938517179","0,6766169154228856","0,6626297577854672","0,6619974269700323","0,6619974269700323"
bert,PT_BR,fold_9,support,"289,0","289,0","0,6626297577854672","578,0","578,0"
bert,PT_PT,fold_0,precision,"0,4576271186440678","0,4583333333333333","0,4580152671755725","0,4579802259887006","0,45797753051278733"
bert,PT_PT,fold_0,recall,"0,4090909090909091","0,5076923076923077","0,4580152671755725","0,4583916083916084","0,4580152671755725"
bert,PT_PT,fold_0,f1-score,"0,43200000000000005","0,48175182481751827","0,4580152671755725","0,45687591240875913","0,45668601994762364"
bert,PT_PT,fold_0,support,"66,0","65,0","0,4580152671755725","131,0","131,0"
bert,PT_PT,fold_1,precision,"0,5571428571428572","0,5573770491803278","0,5572519083969466","0,5572599531615925","0,557259059298854"
bert,PT_PT,fold_1,recall,"0,5909090909090909","0,5230769230769231","0,5572519083969466","0,556993006993007","0,5572519083969466"
bert,PT_PT,fold_1,f1-score,"0,5735294117647058","0,5396825396825397","0,5572519083969466","0,5566059757236228","0,5567351622582876"
bert,PT_PT,fold_1,support,"66,0","65,0","0,5572519083969466","131,0","131,0"
bert,PT_PT,fold_2,precision,"0,5348837209302325","0,5227272727272727","0,5267175572519084","0,5288054968287526","0,5287590981714894"
bert,PT_PT,fold_2,recall,"0,35384615384615387","0,696969696969697","0,5267175572519084","0,5254079254079255","0,5267175572519084"
bert,PT_PT,fold_2,f1-score,"0,425925925925926","0,5974025974025974","0,5267175572519084","0,5116642616642617","0,5123187527767681"
bert,PT_PT,fold_2,support,"65,0","66,0","0,5267175572519084","131,0","131,0"
bert,PT_PT,fold_3,precision,"0,5555555555555556","0,5348837209302325","0,5419847328244275","0,545219638242894","0,5451407381107363"
bert,PT_PT,fold_3,recall,"0,38461538461538464","0,696969696969697","0,5419847328244275","0,5407925407925408","0,5419847328244275"
bert,PT_PT,fold_3,f1-score,"0,4545454545454546","0,6052631578947368","0,5419847328244275","0,5299043062200957","0,5304795646298258"
bert,PT_PT,fold_3,support,"65,0","66,0","0,5419847328244275","131,0","131,0"
bert,PT_PT,fold_4,precision,"0,559322033898305","0,5492957746478874","0,5538461538461539","0,5543089042730962","0,5543089042730962"
bert,PT_PT,fold_4,recall,"0,5076923076923077","0,6","0,5538461538461539","0,5538461538461539","0,5538461538461539"
bert,PT_PT,fold_4,f1-score,"0,532258064516129","0,5735294117647058","0,5538461538461539","0,5528937381404174","0,5528937381404174"
bert,PT_PT,fold_4,support,"65,0","65,0","0,5538461538461539","130,0","130,0"
bert,PT_PT,fold_5,precision,"0,5517241379310345","0,5416666666666666","0,5461538461538461","0,5466954022988506","0,5466954022988505"
bert,PT_PT,fold_5,recall,"0,49230769230769234","0,6","0,5461538461538461","0,5461538461538462","0,5461538461538461"
bert,PT_PT,fold_5,f1-score,"0,5203252032520326","0,5693430656934306","0,5461538461538461","0,5448341344727317","0,5448341344727317"
bert,PT_PT,fold_5,support,"65,0","65,0","0,5461538461538461","130,0","130,0"
bert,PT_PT,fold_6,precision,"0,5555555555555556","0,5522388059701493","0,5538461538461539","0,5538971807628524","0,5538971807628524"
bert,PT_PT,fold_6,recall,"0,5384615384615384","0,5692307692307692","0,5538461538461539","0,5538461538461539","0,5538461538461539"
bert,PT_PT,fold_6,f1-score,"0,5468749999999999","0,5606060606060606","0,5538461538461539","0,5537405303030303","0,5537405303030303"
bert,PT_PT,fold_6,support,"65,0","65,0","0,5538461538461539","130,0","130,0"
bert,PT_PT,fold_7,precision,"0,5098039215686274","0,5063291139240507","0,5076923076923077","0,508066517746339","0,5080665177463392"
bert,PT_PT,fold_7,recall,"0,4","0,6153846153846154","0,5076923076923077","0,5076923076923077","0,5076923076923077"
bert,PT_PT,fold_7,f1-score,"0,4482758620689655","0,5555555555555556","0,5076923076923077","0,5019157088122606","0,5019157088122606"
bert,PT_PT,fold_7,support,"65,0","65,0","0,5076923076923077","130,0","130,0"
bert,PT_PT,fold_8,precision,"0,5106382978723404","0,5060240963855421","0,5076923076923077","0,5083311971289413","0,5083311971289413"
bert,PT_PT,fold_8,recall,"0,36923076923076925","0,6461538461538462","0,5076923076923077","0,5076923076923077","0,5076923076923077"
bert,PT_PT,fold_8,f1-score,"0,42857142857142855","0,5675675675675675","0,5076923076923077","0,4980694980694981","0,49806949806949796"
bert,PT_PT,fold_8,support,"65,0","65,0","0,5076923076923077","130,0","130,0"
bert,PT_PT,fold_9,precision,"0,41818181818181815","0,44","0,4307692307692308","0,4290909090909091","0,4290909090909091"
bert,PT_PT,fold_9,recall,"0,35384615384615387","0,5076923076923077","0,4307692307692308","0,4307692307692308","0,4307692307692308"
bert,PT_PT,fold_9,f1-score,"0,3833333333333333","0,4714285714285715","0,4307692307692308","0,4273809523809524","0,42738095238095236"
bert,PT_PT,fold_9,support,"65,0","65,0","0,4307692307692308","130,0","130,0"
content_features,PT_BR,fold_0,precision,"0,20761245674740483","0,20689655172413793","0,20725388601036268","0,20725450423577138","0,20725512246118008"
content_features,PT_BR,fold_0,recall,"0,20689655172413793","0,20761245674740483","0,20725388601036268","0,20725450423577138","0,20725388601036268"
content_features,PT_BR,fold_0,f1-score,"0,20725388601036268","0,20725388601036268","0,20725388601036268","0,20725388601036268","0,20725388601036268"
content_features,PT_BR,fold_0,support,"290,0","289,0","0,20725388601036268","579,0","579,0"
content_features,PT_BR,fold_1,precision,"0,1987179487179487","0,14606741573033707","0,17443868739205526","0,1723926822241429","0,17243814900565205"
content_features,PT_BR,fold_1,recall,"0,21379310344827587","0,13494809688581316","0,17443868739205526","0,17437060016704453","0,17443868739205526"
content_features,PT_BR,fold_1,f1-score,"0,2059800664451827","0,14028776978417268","0,17443868739205526","0,1731339181146777","0,17319064721369412"
content_features,PT_BR,fold_1,support,"290,0","289,0","0,17443868739205526","579,0","579,0"
content_features,PT_BR,fold_2,precision,"0,18333333333333332","0,15770609318996415","0,17098445595854922","0,17051971326164872","0,17054184386626303"
content_features,PT_BR,fold_2,recall,"0,1896551724137931","0,1522491349480969","0,17098445595854922","0,170952153680945","0,17098445595854922"
content_features,PT_BR,fold_2,f1-score,"0,1864406779661017","0,15492957746478872","0,17098445595854922","0,1706851277154452","0,1707123393739092"
content_features,PT_BR,fold_2,support,"290,0","289,0","0,17098445595854922","579,0","579,0"
content_features,PT_BR,fold_3,precision,"0,18339100346020762","0,18275862068965518","0,18307426597582038","0,1830748120749314","0,1830753581740424"
content_features,PT_BR,fold_3,recall,"0,18275862068965518","0,18339100346020762","0,18307426597582038","0,1830748120749314","0,18307426597582038"
content_features,PT_BR,fold_3,f1-score,"0,18307426597582038","0,18307426597582038","0,18307426597582038","0,18307426597582038","0,18307426597582038"
content_features,PT_BR,fold_3,support,"290,0","289,0","0,18307426597582038","579,0","579,0"
content_features,PT_BR,fold_4,precision,"0,17006802721088435","0,16140350877192983","0,16580310880829016","0,1657357679914071","0,1657282856784201"
content_features,PT_BR,fold_4,recall,"0,17301038062283736","0,15862068965517243","0,16580310880829016","0,16581553513900488","0,16580310880829016"
content_features,PT_BR,fold_4,f1-score,"0,17152658662092624","0,16","0,16580310880829016","0,16576329331046313","0,16575333943600637"
content_features,PT_BR,fold_4,support,"289,0","290,0","0,16580310880829016","579,0","579,0"
content_features,PT_BR,fold_5,precision,"0,18411552346570398","0,2119205298013245","0,19861830742659758","0,19801802663351425","0,19804203786523758"
content_features,PT_BR,fold_5,recall,"0,17647058823529413","0,2206896551724138","0,19861830742659758","0,19858012170385397","0,19861830742659758"
content_features,PT_BR,fold_5,f1-score,"0,18021201413427565","0,21621621621621623","0,19861830742659758","0,19821411517524595","0,19824520688688838"
content_features,PT_BR,fold_5,support,"289,0","290,0","0,19861830742659758","579,0","579,0"
content_features,PT_BR,fold_6,precision,"0,1896551724137931","0,1903114186851211","0,18998272884283246","0,1899832955494571","0,18998386225608171"
content_features,PT_BR,fold_6,recall,"0,1903114186851211","0,1896551724137931","0,18998272884283246","0,1899832955494571","0,18998272884283246"
content_features,PT_BR,fold_6,f1-score,"0,18998272884283246","0,18998272884283246","0,18998272884283246","0,18998272884283246","0,18998272884283246"
content_features,PT_BR,fold_6,support,"289,0","290,0","0,18998272884283246","579,0","579,0"
content_features,PT_BR,fold_7,precision,"0,17845117845117844","0,16312056737588654","0,17098445595854922","0,17078587291353248","0,1707726340438647"
content_features,PT_BR,fold_7,recall,"0,18339100346020762","0,15862068965517243","0,17098445595854922","0,17100584655769002","0,17098445595854922"
content_features,PT_BR,fold_7,f1-score,"0,18088737201365188","0,16083916083916086","0,17098445595854922","0,17086326642640637","0,17084595363610025"
content_features,PT_BR,fold_7,support,"289,0","290,0","0,17098445595854922","579,0","579,0"
content_features,PT_BR,fold_8,precision,"0,1780821917808219","0,17132867132867133","0,17474048442906576","0,1747054315547466","0,17470543155474663"
content_features,PT_BR,fold_8,recall,"0,17993079584775087","0,1695501730103806","0,17474048442906576","0,17474048442906576","0,17474048442906576"
content_features,PT_BR,fold_8,f1-score,"0,17900172117039587","0,17043478260869566","0,17474048442906576","0,17471825188954576","0,17471825188954576"
content_features,PT_BR,fold_8,support,"289,0","289,0","0,17474048442906576","578,0","578,0"
content_features,PT_BR,fold_9,precision,"0,1935483870967742","0,2140468227424749","0,2041522491349481","0,20379760491962456","0,20379760491962456"
content_features,PT_BR,fold_9,recall,"0,18685121107266436","0,22145328719723184","0,2041522491349481","0,20415224913494812","0,2041522491349481"
content_features,PT_BR,fold_9,f1-score,"0,1901408450704225","0,21768707482993196","0,2041522491349481","0,20391395995017725","0,20391395995017725"
content_features,PT_BR,fold_9,support,"289,0","289,0","0,2041522491349481","578,0","578,0"
content_features,PT_PT,fold_0,precision,"0,2028985507246377","0,16129032258064516","0,183206106870229","0,1820944366526414","0,18225324668372536"
content_features,PT_PT,fold_0,recall,"0,21212121212121213","0,15384615384615385","0,183206106870229","0,182983682983683","0,183206106870229"
content_features,PT_PT,fold_0,f1-score,"0,2074074074074074","0,15748031496062995","0,183206106870229","0,18244386118401867","0,18263442260557125"
content_features,PT_PT,fold_0,support,"66,0","65,0","0,183206106870229","131,0","131,0"
content_features,PT_PT,fold_1,precision,"0,1746031746031746","0,19117647058823528","0,183206106870229","0,18288982259570494","0,1828265657408001"
content_features,PT_PT,fold_1,recall,"0,16666666666666666","0,2","0,183206106870229","0,18333333333333335","0,183206106870229"
content_features,PT_PT,fold_1,f1-score,"0,17054263565891473","0,1954887218045113","0,183206106870229","0,183015678731713","0,182920464662455"
content_features,PT_PT,fold_1,support,"66,0","65,0","0,183206106870229","131,0","131,0"
content_features,PT_PT,fold_2,precision,"0,1111111111111111","0,14705882352941177","0,1297709923664122","0,12908496732026142","0,1292221723294916"
content_features,PT_PT,fold_2,recall,"0,1076923076923077","0,15151515151515152","0,1297709923664122","0,12960372960372962","0,1297709923664122"
content_features,PT_PT,fold_2,f1-score,"0,10937500000000001","0,14925373134328357","0,1297709923664122","0,12931436567164178","0,1294665745698986"
content_features,PT_PT,fold_2,support,"65,0","66,0","0,1297709923664122","131,0","131,0"
content_features,PT_PT,fold_3,precision,"0,17647058823529413","0,15873015873015872","0,16793893129770993","0,16760037348272644","0,16753266191972974"
content_features,PT_PT,fold_3,recall,"0,18461538461538463","0,15151515151515152","0,16793893129770993","0,16806526806526806","0,16793893129770993"
content_features,PT_PT,fold_3,f1-score,"0,18045112781954886","0,1550387596899225","0,16793893129770993","0,1677449437547357","0,16764794998324856"
content_features,PT_PT,fold_3,support,"65,0","66,0","0,16793893129770993","131,0","131,0"
content_features,PT_PT,fold_4,precision,"0,09523809523809523","0,11940298507462686","0,1076923076923077","0,10732054015636106","0,10732054015636104"
content_features,PT_PT,fold_4,recall,"0,09230769230769231","0,12307692307692308","0,1076923076923077","0,1076923076923077","0,1076923076923077"
content_features,PT_PT,fold_4,f1-score,"0,09375","0,1212121212121212","0,1076923076923077","0,10748106060606061","0,10748106060606061"
content_features,PT_PT,fold_4,support,"65,0","65,0","0,1076923076923077","130,0","130,0"
content_features,PT_PT,fold_5,precision,"0,17647058823529413","0,14516129032258066","0,16153846153846155","0,1608159392789374","0,1608159392789374"
content_features,PT_PT,fold_5,recall,"0,18461538461538463","0,13846153846153847","0,16153846153846155","0,16153846153846155","0,16153846153846155"
content_features,PT_PT,fold_5,f1-score,"0,18045112781954886","0,14173228346456693","0,16153846153846155","0,16109170564205788","0,16109170564205788"
content_features,PT_PT,fold_5,support,"65,0","65,0","0,16153846153846155","130,0","130,0"
content_features,PT_PT,fold_6,precision,"0,05357142857142857","0,16216216216216217","0,11538461538461539","0,10786679536679537","0,10786679536679537"
content_features,PT_PT,fold_6,recall,"0,046153846153846156","0,18461538461538463","0,11538461538461539","0,11538461538461539","0,11538461538461539"
content_features,PT_PT,fold_6,f1-score,"0,04958677685950413","0,17266187050359713","0,11538461538461539","0,11112432368155063","0,11112432368155063"
content_features,PT_PT,fold_6,support,"65,0","65,0","0,11538461538461539","130,0","130,0"
content_features,PT_PT,fold_7,precision,"0,05263157894736842","0,1506849315068493","0,1076923076923077","0,10165825522710886","0,10165825522710885"
content_features,PT_PT,fold_7,recall,"0,046153846153846156","0,16923076923076924","0,1076923076923077","0,1076923076923077","0,1076923076923077"
content_features,PT_PT,fold_7,f1-score,"0,04918032786885246","0,15942028985507248","0,1076923076923077","0,10430030886196247","0,10430030886196247"
content_features,PT_PT,fold_7,support,"65,0","65,0","0,1076923076923077","130,0","130,0"
content_features,PT_PT,fold_8,precision,"0,08196721311475409","0,13043478260869565","0,1076923076923077","0,10620099786172488","0,10620099786172486"
content_features,PT_PT,fold_8,recall,"0,07692307692307693","0,13846153846153847","0,1076923076923077","0,1076923076923077","0,1076923076923077"
content_features,PT_PT,fold_8,f1-score,"0,07936507936507937","0,13432835820895525","0,1076923076923077","0,10684671878701732","0,1068467187870173"
content_features,PT_PT,fold_8,support,"65,0","65,0","0,1076923076923077","130,0","130,0"
content_features,PT_PT,fold_9,precision,"0,14084507042253522","0,06779661016949153","0,1076923076923077","0,10432084029601338","0,10432084029601338"
content_features,PT_PT,fold_9,recall,"0,15384615384615385","0,06153846153846154","0,1076923076923077","0,1076923076923077","0,1076923076923077"
content_features,PT_PT,fold_9,f1-score,"0,14705882352941177","0,06451612903225806","0,1076923076923077","0,10578747628083492","0,10578747628083492"
content_features,PT_PT,fold_9,support,"65,0","65,0","0,1076923076923077","130,0","130,0"
humor_features,PT_BR,fold_0,precision,"0,32646048109965636","0,3229166666666667","0,32469775474956825","0,3246885738831615","0,32469163417196373"
humor_features,PT_BR,fold_0,recall,"0,3275862068965517","0,3217993079584775","0,32469775474956825","0,3246927574275146","0,32469775474956825"
humor_features,PT_BR,fold_0,f1-score,"0,32702237521514627","0,3223570190641248","0,32469775474956825","0,3246896971396355","0,3246937259446019"
humor_features,PT_BR,fold_0,support,"290,0","289,0","0,32469775474956825","579,0","579,0"
humor_features,PT_BR,fold_1,precision,"0,3081967213114754","0,2846715328467153","0,2970639032815199","0,29643412707909533","0,29645444244046393"
humor_features,PT_BR,fold_1,recall,"0,32413793103448274","0,2698961937716263","0,2970639032815199","0,29701706240305453","0,2970639032815199"
humor_features,PT_BR,fold_1,f1-score,"0,3159663865546219","0,27708703374777977","0,2970639032815199","0,2965267101512008","0,29656028472184576"
humor_features,PT_BR,fold_1,support,"290,0","289,0","0,2970639032815199","579,0","579,0"
humor_features,PT_BR,fold_2,precision,"0,3344594594594595","0,3250883392226148","0,3298791018998273","0,3297738993410372","0,32978199184555945"
humor_features,PT_BR,fold_2,recall,"0,3413793103448276","0,31833910034602075","0,3298791018998273","0,3298592053454242","0,3298791018998273"
humor_features,PT_BR,fold_2,f1-score,"0,3378839590443686","0,32167832167832167","0,3298791018998273","0,3297811403613451","0,32979513486684253"
humor_features,PT_BR,fold_2,support,"290,0","289,0","0,3298791018998273","579,0","579,0"
humor_features,PT_BR,fold_3,precision,"0,32094594594594594","0,31095406360424027","0,3160621761658031","0,3159500047750931","0,3159586333436093"
humor_features,PT_BR,fold_3,recall,"0,3275862068965517","0,3044982698961938","0,3160621761658031","0,31604223839637274","0,3160621761658031"
humor_features,PT_BR,fold_3,f1-score,"0,3242320819112628","0,3076923076923077","0,3160621761658031","0,3159621948017852","0,31597647785378785"
humor_features,PT_BR,fold_3,support,"290,0","289,0","0,3160621761658031","579,0","579,0"
humor_features,PT_BR,fold_4,precision,"0,328719723183391","0,3310344827586207","0,3298791018998273","0,3298771029710058","0,3298791018998273"
humor_features,PT_BR,fold_4,recall,"0,328719723183391","0,3310344827586207","0,3298791018998273","0,3298771029710058","0,3298791018998273"
humor_features,PT_BR,fold_4,f1-score,"0,328719723183391","0,3310344827586207","0,3298791018998273","0,3298771029710058","0,3298791018998273"
humor_features,PT_BR,fold_4,support,"289,0","290,0","0,3298791018998273","579,0","579,0"
humor_features,PT_BR,fold_5,precision,"0,302491103202847","0,31543624161073824","0,30915371329879104","0,3089636724067926","0,3089748512827925"
humor_features,PT_BR,fold_5,recall,"0,29411764705882354","0,32413793103448274","0,30915371329879104","0,30912778904665317","0,30915371329879104"
humor_features,PT_BR,fold_5,f1-score,"0,2982456140350877","0,31972789115646255","0,30915371329879104","0,3089867525957751","0,30900530378499913"
humor_features,PT_BR,fold_5,support,"289,0","290,0","0,30915371329879104","579,0","579,0"
humor_features,PT_BR,fold_6,precision,"0,35051546391752575","0,3506944444444444","0,35060449050086356","0,3506049541809851","0,3506051087410256"
humor_features,PT_BR,fold_6,recall,"0,35294117647058826","0,3482758620689655","0,35060449050086356","0,3506085192697769","0,35060449050086356"
humor_features,PT_BR,fold_6,f1-score,"0,3517241379310345","0,34948096885813146","0,35060449050086356","0,350602553394583","0,35060061628830236"
humor_features,PT_BR,fold_6,support,"289,0","290,0","0,35060449050086356","579,0","579,0"
humor_features,PT_BR,fold_7,precision,"0,33098591549295775","0,3389830508474576","0,33506044905008636","0,3349844831702077","0,33499138915928756"
humor_features,PT_BR,fold_7,recall,"0,32525951557093424","0,3448275862068966","0,33506044905008636","0,3350435508889154","0,33506044905008636"
humor_features,PT_BR,fold_7,f1-score,"0,32809773123909247","0,3418803418803419","0,33506044905008636","0,3349890365597172","0,33500093864144537"
humor_features,PT_BR,fold_7,support,"289,0","290,0","0,33506044905008636","579,0","579,0"
humor_features,PT_BR,fold_8,precision,"0,3142857142857143","0,32550335570469796","0,32006920415224915","0,31989453499520615","0,3198945349952061"
humor_features,PT_BR,fold_8,recall,"0,3044982698961938","0,3356401384083045","0,32006920415224915","0,32006920415224915","0,32006920415224915"
humor_features,PT_BR,fold_8,f1-score,"0,3093145869947276","0,33049403747870526","0,32006920415224915","0,31990431223671645","0,31990431223671645"
humor_features,PT_BR,fold_8,support,"289,0","289,0","0,32006920415224915","578,0","578,0"
humor_features,PT_BR,fold_9,precision,"0,3333333333333333","0,33448275862068966","0,33391003460207613","0,3339080459770115","0,33390804597701146"
humor_features,PT_BR,fold_9,recall,"0,33217993079584773","0,3356401384083045","0,33391003460207613","0,33391003460207613","0,33391003460207613"
humor_features,PT_BR,fold_9,f1-score,"0,3327556325823224","0,3350604490500864","0,33391003460207613","0,3339080408162044","0,3339080408162044"
humor_features,PT_BR,fold_9,support,"289,0","289,0","0,33391003460207613","578,0","578,0"
humor_features,PT_PT,fold_0,precision,"0,2153846153846154","0,21212121212121213","0,21374045801526717","0,21375291375291378","0,21376536949056033"
humor_features,PT_PT,fold_0,recall,"0,21212121212121213","0,2153846153846154","0,21374045801526717","0,21375291375291378","0,21374045801526717"
humor_features,PT_PT,fold_0,f1-score,"0,21374045801526717","0,21374045801526717","0,21374045801526717","0,21374045801526717","0,21374045801526717"
humor_features,PT_PT,fold_0,support,"66,0","65,0","0,21374045801526717","131,0","131,0"
humor_features,PT_PT,fold_1,precision,"0,25757575757575757","0,24615384615384617","0,25190839694656486","0,25186480186480187","0,25190839694656486"
humor_features,PT_PT,fold_1,recall,"0,25757575757575757","0,24615384615384617","0,25190839694656486","0,25186480186480187","0,25190839694656486"
humor_features,PT_PT,fold_1,f1-score,"0,25757575757575757","0,24615384615384617","0,25190839694656486","0,25186480186480187","0,25190839694656486"
humor_features,PT_PT,fold_1,support,"66,0","65,0","0,25190839694656486","131,0","131,0"
humor_features,PT_PT,fold_2,precision,"0,2","0,21212121212121213","0,20610687022900764","0,20606060606060606","0,20610687022900764"
humor_features,PT_PT,fold_2,recall,"0,2","0,21212121212121213","0,20610687022900764","0,20606060606060606","0,20610687022900764"
humor_features,PT_PT,fold_2,f1-score,"0,20000000000000004","0,21212121212121215","0,20610687022900764","0,2060606060606061","0,20610687022900767"
humor_features,PT_PT,fold_2,support,"65,0","66,0","0,20610687022900764","131,0","131,0"
humor_features,PT_PT,fold_3,precision,"0,2222222222222222","0,25","0,2366412213740458","0,2361111111111111","0,23621713316369805"
humor_features,PT_PT,fold_3,recall,"0,2153846153846154","0,25757575757575757","0,2366412213740458","0,23648018648018648","0,2366412213740458"
humor_features,PT_PT,fold_3,f1-score,"0,21875000000000003","0,2537313432835821","0,2366412213740458","0,23624067164179108","0,2363741882192093"
humor_features,PT_PT,fold_3,support,"65,0","66,0","0,2366412213740458","131,0","131,0"
humor_features,PT_PT,fold_4,precision,"0,24615384615384617","0,24615384615384617","0,24615384615384617","0,24615384615384617","0,24615384615384617"
humor_features,PT_PT,fold_4,recall,"0,24615384615384617","0,24615384615384617","0,24615384615384617","0,24615384615384617","0,24615384615384617"
humor_features,PT_PT,fold_4,f1-score,"0,24615384615384617","0,24615384615384617","0,24615384615384617","0,24615384615384617","0,24615384615384617"
humor_features,PT_PT,fold_4,support,"65,0","65,0","0,24615384615384617","130,0","130,0"
humor_features,PT_PT,fold_5,precision,"0,3333333333333333","0,3114754098360656","0,3230769230769231","0,3224043715846995","0,3224043715846994"
humor_features,PT_PT,fold_5,recall,"0,35384615384615387","0,2923076923076923","0,3230769230769231","0,3230769230769231","0,3230769230769231"
humor_features,PT_PT,fold_5,f1-score,"0,34328358208955223","0,3015873015873016","0,3230769230769231","0,32243544183842693","0,32243544183842693"
humor_features,PT_PT,fold_5,support,"65,0","65,0","0,3230769230769231","130,0","130,0"
humor_features,PT_PT,fold_6,precision,"0,29577464788732394","0,2542372881355932","0,27692307692307694","0,2750059680114586","0,27500596801145855"
humor_features,PT_PT,fold_6,recall,"0,3230769230769231","0,23076923076923078","0,27692307692307694","0,27692307692307694","0,27692307692307694"
humor_features,PT_PT,fold_6,f1-score,"0,3088235294117647","0,24193548387096775","0,27692307692307694","0,27537950664136623","0,27537950664136623"
humor_features,PT_PT,fold_6,support,"65,0","65,0","0,27692307692307694","130,0","130,0"
humor_features,PT_PT,fold_7,precision,"0,2608695652173913","0,22950819672131148","0,24615384615384617","0,24518888096935137","0,24518888096935137"
humor_features,PT_PT,fold_7,recall,"0,27692307692307694","0,2153846153846154","0,24615384615384617","0,24615384615384617","0,24615384615384617"
humor_features,PT_PT,fold_7,f1-score,"0,2686567164179105","0,2222222222222222","0,24615384615384617","0,24543946932006636","0,24543946932006636"
humor_features,PT_PT,fold_7,support,"65,0","65,0","0,24615384615384617","130,0","130,0"
humor_features,PT_PT,fold_8,precision,"0,22033898305084745","0,2676056338028169","0,24615384615384617","0,24397230842683215","0,24397230842683218"
humor_features,PT_PT,fold_8,recall,"0,2","0,2923076923076923","0,24615384615384617","0,24615384615384617","0,24615384615384617"
